Euroclear Number,E/C Participant,Country Code,Clearstream Number,Local Acct,External Instr.,Participant Name
12537,P,10,,,N,"CA SEC USA/INT NP BOR AC-SL,NY   "
12539,P,0,,,N,"LELEUX ASS/FUNDSETTLE ACC,BXL    "
12540,P,10,,,N,"IBT-STATE ST/SICAV-SICAF,BOST    "
12544,P,285,,,N,"ING BK NV/ITALY GROSS PAY,PRAG   "
12548,P,30,,,N,"MLI/GEF CITY OF LDN OP,LN    "
12574,P,50,,,N,"MORGAN JP(SWIT)/JPMSV-MAG,GVA    "
12575,P,0,,,N,"MORGAN JP INT BK/JPMIB COL,BXL   "
12586,P,180,,,N,"GARANTI BK AS/LUX,ISTANBUL   "
12595,P,190,,,N,"ANGLESEA FUND//BNP PARIBAS,DUB   "
12614,P,30,,,N,"MLI/MLI GEF TAX EXEMPT,LDN   "
12621,P,150,,,N,"SWEDBANK SA/FS/FOR CLIENTS,LUX   "
12638,P,30,,,N,"MSIP/MS PACIFIC SVS,LDN  "
12657,P,10,,,N,BNYM-MEL-RAVELSTON//MSI  
12669,P,30,,,N,"MLI/MLI GEF US RES,LN    "
12672,P,30,,,N,"UBS AG/FI IPB DRCM,LDN   "
12685,P,50,,,N,"CLARIDEN LEU/CORE,ZCH    "
12687,P,10,,,N,"BK HAPOALIM,MIAMI    "
12688,P,10,,,N,"BK HAPOALIM,MIAMI    "
12705,P,140,,,N,"CAIXABK/IIC INVERCAIXA,BARC  "
12706,P,459,,,N,"FPIL/TEST ACC,CASTLET    "
12715,P,981,,,N,"KOOKMIN BK/KBIL LONDON,SEOUL "
12716,P,140,,,N,"CONFED ESP CAJAS AH/IIC S,MAD    "
12725,P,70,,,N,"ICCREA BCA/AUREO PC VALOR,ROME   "
12726,P,70,,,N,"ICCREA BCA/AUREO PC DINAM,ROME   "
12727,P,70,,,N,"ICCREA BCA/AUREO PC CRESC,ROME   "
12728,P,70,,,N,"ICCREA BCA/AUREO PC FLESS,ROME   "
12729,P,70,,,N,"ICCREA BCA/AUREO GEST PATR,ROM   "
12730,P,70,,,N,"ICCREA BCA/GEST PATRIM,ROME  "
12731,P,70,,,N,"ICCREA BCA/BCC GEST PATR,ROME    "
12732,P,70,,,N,"ICCREA BCA/CLIENT RETAIL,ROME    "
12738,P,457,,,N,"RBC (CI)/THURLEIGH INV MAN,SPP   "
12740,P,981,,,N,"SHINHAN BK/SINGAPORE,SEOUL   "
12742,P,180,,,N,"CITIBANK AS,ISTANBUL "
12761,P,30,,,N,"BK OF SCOTLAND PLC/SYDNEY,LDN    "
12762,P,140,,,N,"BANESTO/INV COL,MAD  "
12763,P,140,,,N,"BANESTO/INV COL ITL TAX EX,MAD   "
12766,P,959,,,N,"BCO VOTORANTIM/BCO VOT SA,NAS    "
12768,P,560,,,N,"BCO ITAU/QI GLOB FD SPC1,SP  "
12769,P,840,,,N,"FIRST COML BK/FSC ASIA INV,TAI   "
12770,P,20,74256,,N,"BP2S/ZURICH CLIENT ASSETS,PAR    "
12771,P,180,,,N,"TAKASBANK/YK EMEKLILIK YGE,IST   "
12774,P,70,,,N,"ICCREA BCA/AUREO RENDI AS,ROME   "
12775,P,70,,,N,"ICCREA BCA/AUREO PLUS,ROME   "
12777,P,20,,,N,"BP2S/AXA COLATERAL,PAR   "
12780,P,20,,,N,"BP2S/FRANKFURT DRKV,PAR  "
12781,P,20,,,N,"BP2S/FRANKFURT DRLV,PAR  "
12782,P,20,,,N,"BP2S/FRANKFURT DRSV,PAR  "
12785,P,180,,,N,"TAKASBANK/OYAKEMEKLIL OEK,IST    "
12786,P,180,,,N,"TAKASBANK/OYAKEMEKLIL OEB,IST    "
12789,P,840,,,N,"FIRST COML BK/CARDIF ASSUR,TAI   "
12793,P,20,,,N,"BP2S/FRANKFURT BL-FONDS,PAR  "
12794,P,20,,,N,"BP2S/FKT BL-BNP-UNIVERSAL,PAR    "
12795,P,20,,,N,"BP2S/FKT BV-BNP-UNIVERSAL,PAR    "
12796,P,20,,,N,"BP2S/LUX CL N TAX US 15-0,PAR    "
12797,P,20,,,N,"BP2S/LUX CL TAX US 30-30,PAR "
12798,P,20,,,N,"BP2S/LUX MULHOUSE US 15-0,PAR    "
12800,P,10,,,N,BNYM-MEL/DEPFA BK DUBLIN 
12801,P,10,,,N,BNYM-MEL/DEPFA BK DUBLIN COL 
12802,P,10,,,N,BNYM-MEL/DEPFA BK LONDON 
12803,P,10,,,N,BNYM-MEL/DEPFA BK TOKYO  
12804,P,10,,,N,BNYM-MEL/DEPFA ACS BK    
12805,P,10,,,N,BNYM-MEL/DEPFA ACS BK CO POOL    
12806,P,10,,,N,BNYM-MEL/DEUTSCHE PFANDBRIEFBK   
12807,P,10,,,N,BNYM-MEL/FMS WERTMANAGEMENT  
12808,P,10,,,N,BNYM-MEL/DEPFA BK PLC NICOSIA    
12826,P,40,,,N,"ABN AMRO(FBN)/PROP,ADAM  "
12827,P,40,,,N,"ABN AMRO(FBN)/OMNIBUS,ADAM   "
12841,P,0,,,N,"PROCAPITAL,BRUSSELS  "
12891,P,30,,,N,"MSIP/MS INVEST MAURITIUS,LDN "
12951,P,30,,,N,"MLI/MLI FBO MLICO,LN "
12956,P,30,,,N,"JPMC ITS/SPLG/WFARGO ADV C,LDN   "
12970,P,150,,,N,"SOC GEN BK & TST/TRS SG,LUX  "
12998,P,30,,,N,"MLI/MLI NON-COL NON-RES,LN   "
13008,P,530,,,N,"SANTANDER INV TST CO/ECOPE,BOG   "
13010,P,120,,,N,"DEUTSCHE BK (P),LIS  "
13014,P,20,,,N,"BP2S/LDN MINIS FIN BAHRAIN,PAR   "
13016,P,962,,,N,"ARAB JORDAN INV BK/AJIBQ,AMMAN   "
13020,P,140,,,N,"CAIXABK/PENS VIDACAIXA,BARC  "
13021,P,180,,,N,"TAKASBANK/DILERBANK,IST  "
13024,P,140,,,N,"BANESTO/INV COL,MAD  "
13026,P,457,,,N,"RBC (CI)/GOLD SACHS SICAV,SPP    "
13027,P,975,,,N,"DEUTSCHE BK AG/PWMSG,SGP "
13030,P,461,,,N,"ABN AMRO BK/JERSEY,ST HELIER "
13032,P,820,,,N,"ICBC LTD/CUSTODY DEPT,BEIJING    "
13036,P,30,,,N,"HSBC BK/IRIS SPV-HSBC (CI),LDN   "
13037,P,20,,,N,"BP2S/ZURICH NON TREATY,PAR   "
13038,P,120,,,N,"BPN,LIS  "
13040,P,70,,,N,"ALLIANZ BFA/2RV SICURA,MIL   "
13041,P,70,,,N,"ALLIANZ BFA/2RV TRANQ,MIL    "
13042,P,70,,,N,"ALLIANZ BFA/2RV SERENA,MIL   "
13043,P,70,,,N,"ALLIANZ BFA/2RV DINAM,MIL    "
13044,P,70,,,N,"ALLIANZ BFA/2RV EUNIT1,MIL   "
13045,P,70,,,N,"ALLIANZ BFA/2RV EUNIT2,MIL   "
13046,P,70,,,N,"ALLIANZ BFA/2RV EUNIT3,MIL   "
13047,P,70,,,N,"ALLIANZ BFA/2RV EUNIT4,MIL   "
13048,P,70,,,N,"ALLIANZ BFA/2RV EUNIT5,MIL   "
13049,P,70,,,N,"ALLIANZ BFA/2RV EUNIT2,MIL   "
13050,P,70,,,N,"ALLIANZ BFA/2RV EUNIT6,MIL   "
13051,P,70,,,N,"ALLIANZ BFA/2RV EUNIT7,MIL   "
13052,P,70,,,N,"ALLIANZ BFA/AIV GL SIC3,MIL  "
13055,P,70,,,N,"ALLIANZ BFA/ALZ SUBGAR2004,MIL   "
13056,P,70,,,N,"ALLIANZ BFA/ALZ SV AZION,MIL "
13057,P,70,,,N,"ALLIANZ BFA/ALZ SV BILAN,MIL "
13058,P,70,,,N,"ALLIANZ BFA/ALZ SV OBBLIGA,MIL   "
13059,P,70,,,N,"ALLIANZ BFA/ALZ SUBAMERICA,MIL   "
13060,P,70,,,N,"ALLIANZ BFA/ALZ SUBBL CHIP,MIL   "
13061,P,70,,,N,"ALLIANZ BFA/ALZ SUBINNOVAT,MIL   "
13062,P,70,,,N,"ALLIANZ BFA/ALZ SUB EUROPA,MIL   "
13063,P,70,,,N,"ALLIANZ BFA/ALZ SUBPROTET,MIL    "
13066,P,70,,,N,"ALLIANZ BFA/RB VITA ORIENT,MIL   "
13067,P,70,,,N,"ALLIANZ BFA/RB VITA SETTOR,MIL   "
13068,P,70,,,N,"ALLIANZ BFA/RB VITA BILAN,MIL    "
13069,P,70,,,N,"ALLIANZ BFA/RB VITA OB PRO,MIL   "
13072,P,70,,,N,"ALLIANZ BFA/RB QOT DIN2003,MIL   "
13073,P,70,,,N,"ALLIANZ BFA/RB VITA CAP 30,MIL   "
13074,P,70,,,N,"ALLIANZ BFA/RB VITA CAP 60,MIL   "
13075,P,70,,,N,"ALLIANZ BFA/RB VITA CAP 90,MIL   "
13080,P,70,,,N,"ALLIANZ BFA/RB VTA FORZA 1,MIL   "
13081,P,70,,,N,"ALLIANZ BFA/RB VTA FORZA 2,MIL   "
13082,P,70,,,N,"ALLIANZ BFA/RB VTA FORZA 3,MIL   "
13083,P,70,,,N,"ALLIANZ BFA/RB VTA FORZA 4,MIL   "
13084,P,70,,,N,"ALLIANZ BFA/RB VTA FORZA 5,MIL   "
13085,P,70,,,N,"ALLIANZ BFA/RB VTA FORZA 6,MIL   "
13086,P,70,,,N,"ALLIANZ BFA/RB VTA GLOBALE,MIL   "
13087,P,70,,,N,"ALLIANZ BFA/RB VTA AMERICA,MIL   "
13088,P,70,,,N,"ALLIANZ BFA/RB VITA EUROPA,MIL   "
13089,P,70,,,N,"ALLIANZ BFA/RAS AMERICA,MIL  "
13090,P,70,,,N,"ALLIANZ BFA/RAS EUROPA,MIL   "
13091,P,70,,,N,"ALLIANZ BFA/RAS ORIENTE,MIL  "
13092,P,70,,,N,"ALLIANZ BFA/RAS OBLIG PROT,MIL   "
13096,P,70,,,N,"ALLIANZ BFA/RAS OBLIGAZIO,MIL    "
13097,P,70,,,N,"ALLIANZ BFA/RAS GLOBALE,MIL  "
13098,P,70,,,N,"ALLIANZ BFA/RAS FORMUL DIN,MIL   "
13099,P,70,,,N,"ALLIANZ BFA/RAS GEST ATTIV,MIL   "
13100,P,70,,,N,"ALLIANZ BFA/RAS QUOT ATTIV,MIL   "
13101,P,70,,,N,"ALLIANZ BFA/RAS OBLG EUROP,MIL   "
13102,P,70,,,N,"ALLIANZ BFA/RAS OBL PL EUR,MIL   "
13103,P,70,,,N,"ALLIANZ BFA/RAS BILANC EUR,MIL   "
13104,P,70,,,N,"ALLIANZ BFA/RAS BILANCGLOB,MIL   "
13105,P,70,,,N,"ALLIANZ BFA/RAS EQUILIBRAT,MIL   "
13106,P,70,,,N,"ALLIANZ BFA/RAS AZIONA EUR,MIL   "
13107,P,70,,,N,"ALLIANZ BFA/RAS AZIONA GLO,MIL   "
13108,P,70,,,N,"ALLIANZ BFA/RAS TECH RESEA,MIL   "
13109,P,70,,,N,"ALLIANZ BFA/RAS COMMODITY,MIL    "
13118,P,30,,,N,"HSBC BK/BOBL GL MKTS FX INC,LD   "
13120,P,860,,,N,"CS AG/PRIVATE BK,SYD "
13121,P,20,,,N,"BP2S/LDN ARBUTNOT SECS,PAR   "
13122,P,180,,,N,"TC ZIRAAT BK/ZIRAAT FKFT,ANKAR   "
13123,P,150,,,N,"BP2S/LUX GCT,LUX "
13124,P,20,,,N,"BP2S/LDN BKERS INV TST-AL,PAR    "
13125,P,20,,,N,"BP2S/ZURICH BL,PAR   "
13126,P,20,,,N,"BP2S/ZURICH BVG,PAR  "
13130,P,850,,,N,"CITIBANK NA/ACTUAL SETTL,HK  "
13138,P,660,,,N,"BCO BRADESCO/BRASIL SOV II,GC    "
13141,P,30,,,N,"HSBC BK/AIG,LDN  "
13149,P,30,,,N,"HSBC BK/IONIA CAPITAL PLC,LDN    "
13150,P,30,,,N,"HSBC BK/GART CHINA OPPS FD,LDN   "
13152,P,560,,,N,"BCO ITAU/COUNTSERV INT,SP    "
13153,P,610,,,N,"CITIBANK NA/BERKLEY INT SEG,BA   "
13155,P,610,,,N,"CITIBANK NA/INDE SEG VIDA,BA "
13156,P,20,,,N,"BP2S/LDN DANFORTH M FD,PAR   "
13158,P,850,,,N,"HSBC/FS CL A/C 006(30/0)NQI,HK   "
13160,P,20,,,N,"CNCEP/EURO TITRES,PARIS  "
13163,P,150,,,N,"BP2S/SPLG/AC17,LUX   "
13168,P,975,,,N,"DEUTSCHE BK AG/PWMHK,SGP "
13175,P,30,,,N,"JEFFERIES INTL/SECS FIN,LDN  "
13178,P,30,,,N,"HSBC BK/LEG & GEN PENS LTD,LDN   "
13179,P,180,,,N,"TAKASBANK/AKBANK USD EURBD,IST   "
13181,P,975,,,N,"CITIBANK NA/PRUD ASS,SINGAPORE   "
13195,P,30,,,N,"ORBIT INV SEC SVC/SOM GROW,LDN   "
13196,P,30,,,N,"ORBIT INV SEC SVC/SOM INDI,LDN   "
13203,P,70,,,N,"UNICREDIT SPA/PENSION BDR,MIL    "
13206,P,300,,,N,"ATTIJARIWAFA BK,CASA "
13211,P,70,,,N,"ALLIANZ BFA/DARTA POLIZZE,MIL    "
13221,P,70,,,N,"ALLIANZ BFA/ALLIANZ SPA,MIL  "
13222,P,330,,,N,"BQUE MISR/USD MONEY MARK,CAIRO   "
13223,P,330,,,N,"BQUE MISR/EUR MONEY MARK,CAIRO   "
13224,P,840,,,N,"MEGA ICBC/MANILA BRANCH,TP   "
13226,P,860,,,N,"MACQUARIE BK/LONDON,SYDNEY   "
13230,P,20,,,N,"NATIXIS/AV PROPRES GRPE BP,PAR   "
13234,P,20,,,N,"BP2S/FKFT UI-MUNST-B-FONDS,PAR   "
13235,P,20,,,N,"BP2S/FKFT BAYVK A1-FONDS,PAR "
13236,P,20,,,N,"BP2S/FKFT ORION UNIV FONDS,PAR   "
13243,P,300,,,N,"ATTIJARIWAFA BK/SUB ACC 1,CASA   "
13247,P,20,,,N,"BP2S/FCP FR-US-DIV30-INT0,PAR    "
13248,P,20,,,N,"BP2S/FCP FR-US-DIV15-INT0,PAR    "
13249,P,70,,,N,"ALLIANZ BFA/DARTA TRG EMER,MIL   "
13250,P,70,,,N,"ALLIANZ BFA/DARTA TRG TITA,MIL   "
13251,P,20,,,N,"NATIXIS/AV PROPRES BRED,PAR  "
13252,P,30,,,N,"UBS AG/FXD INC PR BROK-CL,LDN    "
13254,P,20,,,N,"BP2S/LDN COLLAT-US ST-TEX,PAR    "
13258,P,970,,,N,"NASDAQ DUBAI GUARDIAN,DUBAI  "
13261,P,190,,,N,"BNY MELLON FD/A/C PGI,DUB    "
13262,P,20,,,N,"BP2S/FORTIS US DIV30-INT0,PAR    "
13265,P,20,,,N,"BP2S/FORTIS US DIV15-INT0,PAR    "
13267,P,20,,,N,"BP2S/UNIFORTUNE AURORA,PAR   "
13283,P,850,,,N,"BK OF COMMUNICATIONS/CLIENT,HK   "
13284,P,850,,,N,"DAH SING BK LTD/BCM,HK   "
13288,P,760,,,N,"KUWAIT FIN HSE/BAHRAIN,SAFAT "
13291,P,70,,,N,"ALLIANZ BFA/RAS FOR MODERA,MIL   "
13292,P,70,,,N,"ALLIANZ BFA/RAS FOR EQUIL,MIL    "
13293,P,70,,,N,"ALLIANZ BFA/RAS FOR ATTIVA,MIL   "
13294,P,70,,,N,"ALLIANZ BFA/RB VIT LIN MOD,MIL   "
13295,P,70,,,N,"ALLIANZ BFA/RB VIT LIN EQU,MIL   "
13296,P,70,,,N,"ALLIANZ BFA/RB VIT LIN ATT,MIL   "
13297,P,70,,,N,"BCO DI SARDEGNA/LLD PENSIO,SAS   "
13298,P,70,,,N,"BCO DI SARDEGNA/LLD PARTEC,SAS   "
13299,P,50,,,N,"BSI/THF MGT(MONACO)SAM,LUGANO    "
13306,P,975,,,N,"CIC/CLEARWATER CAP CYPRUS,SGP    "
13309,P,850,,,N,"BK OF CHINA (HK) LTD/CS-CL,HK    "
13310,P,30,,,N,"HSBC BK/PANGAEA ABS 07-1 A,LDN   "
13320,P,70,,,N,"ALLIANZ BFA/ALZ S PREV MOD,MIL   "
13321,P,70,,,N,"ALLIANZ BFA/ALZ S PREV EQL,MIL   "
13322,P,70,,,N,"ALLIANZ BFA/ALZ S PREV ATT,MIL   "
13326,P,850,,,N,"CLSA LTD/SETCLEAR-TRADEBOOK,HK   "
13340,P,180,,,N,"TAKASBANK/HALK YATIRIM,IST   "
13342,P,30,,,N,"STAND CHART BK/DIFC-DIFX,LDN "
13352,P,70,,,N,"ALLIANZ BFA/FONDAZ CR TERA,MIL   "
13358,P,900,,,N,"HSBC PB MCO ACT 57888,MO "
13363,P,70,,,N,"SGSS/FONDO POSTE,TURIN   "
13366,P,30,,,N,"BK OF SCOTLAND PLC/OBAN INV,LD   "
13381,P,20,,,N,"BP2S/FRANKFURT BAYVK A2 FD,PAR   "
13382,P,20,,,N,"BP2S/FRANKFURT BAYVK A3 FD,PAR   "
13385,P,963,,,N,"SHAMIL BK,MANAMA "
13386,P,20,,,N,"BP2S/LD HD NPI UK EQ TRACK,PAR   "
13389,P,30,,,N,"SMBC NIKKO CAP MKTS/SEC,LDN  "
13392,P,30,,,N,"RBS/AC RBSSJ PR,LDN  "
13398,P,30,,,N,"HSBC BK/ODEON ABS 2007-1,LDN "
13399,P,20,,,N,"SOC GEN/COLLAT GEDS,PAR  "
13400,P,50,,,N,"AXION SWISS BK/FS,LUG    "
13401,P,70,,,N,"BCO POPOLARE,VERONA  "
13404,P,20,,,N,"BCC-LCH.CLEARNET/LUX 1,PAR   "
13406,P,20,,,N,"BCC-LCH.CLEARNET/LUX 2,PAR   "
13407,P,970,,,N,"SHUAA CAPITAL PSC,DUBAI  "
13408,P,970,,,N,"MASHREQBK/INVESTMENTS,DUBAI  "
13409,P,970,,,N,"MASHREQBK/CUSTOMERS,DUBAI    "
13410,P,970,,,N,"MASHREQBK/CAPITAL,DUBAI  "
13411,P,970,,,N,"MASHREQBK/ISLAMIC,DUBAI  "
13412,P,970,,,N,"MASHREQBK/OTHERS,DUBAI   "
13417,P,30,,,N,"HSBC BK/MLMXN NOTES 2007-1,LDN   "
13418,P,70,,,N,"SGSS/ARTIFOND,TURIN  "
13421,P,30,,,N,"MSIP/NDA POL,LDN "
13423,P,840,,,N,"MEGA ICBC/LONDON BRANCH,TP   "
13435,P,30,,,N,"HSBC BK/L&G PENSIONS 1023,LDN    "
13436,P,30,,,N,"HSBC BK/L&G PENSIONS 1030,LDN    "
13438,P,30,,,N,"HSBC BK/L&G PENSIONS 1026,LDN    "
13442,P,975,,,N,"CLARIDEN LEU/PRIVATE BK,SGP  "
13444,P,90,,,N,"NORDEA BK NORGE/TREASURY,OSLO    "
13446,P,30,,,N,"ADAM & CO,EDINBURGH  "
13449,P,850,,,N,"DAIWA CAP MKTS HK/INV HK,HK  "
13458,P,30,,,N,"ADAM & CO/QI ISA,EDG "
13460,P,30,,,N,"ADAM & CO/W9 ISA,EDG "
13463,P,70,,,N,"ALLIANZ BFA/D H TOP SELEC,MILL   "
13464,P,180,,,N,"TAKASBANK/BIZIM MENKUL DEG,IST   "
13468,P,20,,,N,"NATIXIS/HSBC FR/LOUVRE GES,PAR   "
13470,P,30,,,N,"UBS AG/PRINCIPAL FINANCE,LDN "
13473,P,30,,,N,"HSBC BK/SEGAIS FIN SER0701,LDN   "
13475,P,461,,,N,"HSBC BK ME DUBAI,STH "
13476,P,461,,,N,"HSBC BK ME DUBAI/NI/PYT,STH  "
13478,P,30,,,N,"GFI SECS LTD/GFI LLC NY,LDN  "
13479,P,830,,,N,"CENTRAL TANSHI,TOK   "
13484,P,150,,,N,"NOMURA BK LUX/LIQ BUFF AC,LUX    "
13489,P,30,,,N,"MLI/AXIS PORTFOLIO,LDN   "
13490,P,997,,,N,"AFRICAN DEV BK/PCCF,ABID "
13491,P,70,,,N,"SGSS/SOFIA SGR/FLEX,TURIN    "
13495,P,140,,,N,"BANESTO/BANESTO BOLSA,MADRID "
13504,P,30,,,N,"ADAM & CO/COLLATERAL,EDG "
13505,P,180,,,N,"TURKIYE IS BK,IST    "
13506,P,140,,,N,"SANTANDER IN/OPEN CONSUMER,MAD   "
13507,P,140,,,N,"SANTANDER IN/OPEN PROPIA,MAD "
13509,P,30,,,N,"BK OF CHINA (UK) LTD,LDN "
13511,P,900,,,N,"CREDIT SUISSE (M),MONACO "
13512,P,20,,,N,"BP2S/LDN JPMORGAN CHASE BK,PAR   "
13513,P,180,,,N,"TAKASBANK/OYAK EMEKLILIK,IST "
13514,P,20,,,N,"BP2S/LDN AUTONOM,PAR "
13518,P,30,,,N,"BNP PARIBAS/REF GRENACHE,LDN "
13520,P,70,,,N,"ALLIANZ BFA/DARTA SIN GI07,MIL   "
13521,P,70,,,N,"ALLIANZ BFA/DARTA SIN OT07,MIL   "
13522,P,570,,,N,"BCO DE CHILE,SANTIAGO    "
13524,P,977,,,N,"ASIAN DEV BK/CGIF,MANILA "
13530,P,140,,,N,"DEUTSCHE BK SAE/IIC T PART,BAR   "
13540,P,140,,,N,"BCO SABADELL/NOMIT IIC'S,SAB "
13544,P,150,,,N,"DB LUX/CIB,LUX   "
13547,P,830,,,N,"CENTRAL TANSHI/NIT CAPASIA,TOK   "
13549,P,830,,,N,"CENTRAL TANSHI/CTANSHI SEC,TOK   "
13555,P,20,,,N,"BP2S/NYFIX INTL LTD,PAR  "
13557,P,180,,,N,"TAKASBANK/YAPIKRED B TIPI,IST    "
13562,P,180,,,N,"TAKASBANK/FINANSBK EUR EQU,IST   "
13564,P,20,,,N,"NATIXIS/BROKERAGE PRET,PAR   "
13567,P,150,,,N,"MUGC LUX/MTBJ LENDING, LUX   "
13569,P,180,,,N,"TAKASBANK/GL YATIRIM,IST "
13576,P,30,,,N,"ADAM & CO/ISA,EDG    "
13577,P,180,,,N,"TAKASBANK/EUR B TIPI MEN,IST "
13578,N,178,,,N,"ABANKA VIPA DD,LJUBLJANA "
13579,N,178,,,N,"ADRIATICSLOVENICA DD,KOPER   "
13580,N,178,,,N,"AKTIVA FINANCE D.O.O.,LJUBLJANA  "
13581,N,178,,,N,"ARGONOS BPH D.O.O.,LJUBLJANA "
13582,N,178,,,N,"BANKA KOPER D.D.,KOPER   "
13583,N,178,,,N,"BANKA SLOVENIJE,LJUBLJANA    "
13584,N,178,,,N,"CERTIUS BPH D.O.O.,LJUBLJANA "
13585,N,178,,,N,"D.S.U. D.O.O.,LJUBLJANA  "
13586,N,178,,,N,"DEZELNA BKA SLOVENIJE D.D.,LJUBJ "
13587,N,178,,,N,"FACTOR BANKA D.D.,LJUBLJANA  "
13588,N,178,,,N,"GBD GORENJ BORZ POSRED DRUZ,KRANJ"
13589,N,178,,,N,"GENERALI ZAVAROVALNICA D.D.,LJUBL"
13590,N,178,,,N,"GORENJSKA BANKA D.D.,KRANJ   "
13591,N,178,,,N,"GRAWE ZAVAROVALNICA D.D.,MARIBOR "
13592,N,178,,,N,"HYPO ALPE-ADRIA BANK D.D.,LJUBLJ "
13593,N,178,,,N,"ILIRIKA BPH D.D.,LJUBLJANA   "
13594,N,178,,,N,"KAPITALSKA DRUZBA D.D.,LJUBLJANA "
13595,N,178,,,N,"KBM-INFOND D.O.O.,MARIBOR    "
13596,N,178,,,N,"KD BPD-BORZNOPOSREDNISKA DRUZB,LJ"
13597,N,178,,,N,"KD INVESTMENTS D.O.O.,LJUBLJANA  "
13598,N,178,,,N,"MEDVESEK PUSNIK BPH D.D.,LJUBLJ  "
13599,N,178,,,N,"MERKUR ZAVAROVALNICA DD,LJUBLJANA"
13600,N,178,,,N,"MOJA DELNICA BPH DD,LJUBLJANA    "
13601,N,178,,,N,"MOJA NALOBA DD,MARIBOR   "
13602,N,178,,,N,"NACIONALNA FIN DRUBA DOO,LJUBL   "
13603,N,178,,,N,"NLB SKLADI DOO,LJUBLJANA "
13604,N,178,,,N,"NLB VITA DD,LJUBLJANA    "
13605,N,178,,,N,"NOVA KBM DD,LJUBLJANA    "
13606,N,178,,,N,"NOVA LJUBLJANSKA BANKA DD,LJUBJ  "
13607,N,178,,,N,"PERSPEKTIVA DD,LJUBJANA  "
13608,N,178,,,N,"PFC INTERFIN DOO,KOPER   "
13609,N,178,,,N,"POTEZA BORZNA DRUBA DD,LJUBJANA  "
13610,N,178,,,N,"PROBANKA DD,MARIBOR  "
13611,N,178,,,N,"PROBANKA DZU DOO,MARIBOR "
13612,N,178,,,N,"PUBL BORZNO POSREDOVANJE DD,LJUBJ"
13613,N,178,,,N,"RAIFFEISEN BANKA DD,MARIBOR  "
13614,N,178,,,N,"SKB BANKA DD,LJUBLJANA   "
13615,N,178,,,N,"SKUPNA POKOJNINSKA DRUBA DD,LJUBL"
13616,N,178,,,N,"SLOVENICA IVLJENJE DD,LJUBLJANA  "
13617,N,178,,,N,"SLOVENSKA ODKODNINSKA DRUBA,LJUBJ"
13618,N,178,,,N,"TRIGLAV DU DOO,LJUBJANA  "
13619,N,178,,,N,"TRIGLAV,ZDRAVSTVENA ZAVAR,LJUBL  "
13620,N,178,,,N,"VERITAS B.H. DOO,LJUBLANA    "
13621,N,178,,,N,"VZAJEMNA ZDRAVSTVENA ZAVAR,LJUBJA"
13622,N,178,,,N,"UNICREDIT BANKA SLOVENIJA DD,LJUB"
13623,N,178,,,N,"ZAVAROVALNICA MARIBOR D.D,MARIBOR"
13624,N,178,,,N,"ZAVAROVALNICA TILIA DD,NOVO MESTO"
13625,N,178,,,N,"ZAVAROVALNICA TRIGLAV,LJUBLJANA  "
13629,P,70,,,N,"SGSS/PREVILOG,TURIN  "
13631,P,20,,,N,"BP2S/LDN-US 30-0-IT TAX,PAR  "
13633,P,160,,,N,"NATL BK OF GREECE/NBG FIN,ATH    "
13636,P,20,,,N,"BP2S/PAR-GLM SLAB,PAR    "
13638,P,30,,,N,"ADAM & CO/ADAM INTL,EDG  "
13641,P,30,,,N,"ADAM & CO/ADAM INTL QI,EDG   "
13643,P,140,,,N,"SANTANDER IN/SI TESOR MMOO,MAD   "
13644,P,70,,,N,"SGSS/ASTRI,TURIN "
13646,P,30,,,N,"ADAM & CO/ADAM INTL W9,EDG   "
13651,P,180,,,N,"TAKASBANK/ERGO EMEK HAY AM,IST   "
13655,P,70,,,N,"SGSS/ALLIANZ GLO IN IT SGR,TUR   "
13663,P,60,,,N,"SEB AG/PLEDGE ACC,FRANKFURT  "
13665,P,30,,,N,"HSBC BK/BLUECREST EMER FD,LDN    "
13674,P,225,,,N,"VTB BANK/ACT19,MOSC  "
13678,P,30,,,N,"BANCO ESPIRITO SANTO SA,LONDON   "
13682,P,30,,,N,"HSBC BK/PRIME SERVICES ROU,LDN   "
13689,P,981,,,N,"IND BK OF KOREA, SEOUL   "
13704,P,20,,,N,"BP2S/INTERMONEY VALORES,PAR  "
13706,P,570,,,N,"DCV,SANTIAGO "
13724,P,20,,,N,"BP2S/US STOCK TAX EXEMPT,PARIS   "
13726,P,30,,,N,"OTKRITIE SECURITIES LTD,LDN  "
13738,P,50,,,N,"AXION SWISS BK/HERMES,LUG    "
13744,P,180,,,N,"TAKASBANK/KARE YMD KURESEL,IST   "
13745,P,975,,,N,"DEUTSCHE BK AG/FUNDSET CL,SGP    "
13746,P,981,,,N,"KOOKMIN BK/MERITZ03,SEOUL    "
13752,P,981,,,N,"CITIBANK KOREA/MARGIN,SEO    "
13768,P,70,,,N,"ALLIANZ BFA/DAR CH TM TEMP,MIL   "
13786,P,180,,,N,"TAKASBANK/YACIRLER YATRIM,IST    "
13787,P,963,,,N,"NBB/PHILANTHROPIC SOC,MANAMA "
13790,P,700,,,N,"FFA PRIVATE BK/FFA DUBAI,BEIR    "
13792,P,20,,,N,"BP2S/FFT ALLIANZ RFG FUNDS,PAR   "
13793,P,20,,,N,"BP2S/FFT ALLIANZ VK,PAR  "
